127.0.0.1 - - [23/Apr/2020:09:32:40 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:42:18 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html HTTP/1.1" 200 434
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:42:18 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:42:49 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html HTTP/1.1" 200 434
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:42:49 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:42:50 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html HTTP/1.1" 200 434
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:42:50 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:42:52 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html HTTP/1.1" 200 434
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:42:52 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:42:56 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html HTTP/1.1" 200 421
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:42:56 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:43:22 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html HTTP/1.1" 200 435
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:43:22 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:43:29 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%ED%99%8D%EA%B8%B8%EB%8F%99 HTTP/1.1" 200 435
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:43:32 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%ED%99%8D%EA%B8%B8%EB%8F%99 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:43:37 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0 HTTP/1.1" 200 435
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:43:40 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:43:42 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME= HTTP/1.1" 200 435
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:43:48 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EC%8B%A0%EA%B8%B0%ED%95%98%EB%8B%B9 HTTP/1.1" 200 435
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:44:09 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EC%8B%A0%EA%B8%B0%ED%95%98%EB%8B%B9 HTTP/1.1" 200 456
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:44:09 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:44:14 +0900] "GET /WebUI/1_html5_class/xxxxx.jsp?NAME=%E3%85%81%E3%84%B4%E3%85%87%E3%84%B4%E3%85%81%E3%85%87 HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:44:34 +0900] "GET /WebUI/1_html5_class/xxxxx.jsp?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0 HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:46:54 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EC%8B%A0%EA%B8%B0%ED%95%98%EB%8B%B9 HTTP/1.1" 200 524
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:47:36 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EC%8B%A0%EA%B8%B0%ED%95%98%EB%8B%B9 HTTP/1.1" 200 524
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:47:36 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:47:37 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EC%8B%A0%EA%B8%B0%ED%95%98%EB%8B%B9 HTTP/1.1" 200 524
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:47:37 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:47:41 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0 HTTP/1.1" 200 524
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:47:45 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME= HTTP/1.1" 200 554
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:47:48 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=on HTTP/1.1" 200 554
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:47:48 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME= HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:47:51 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=on HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:48:32 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=on HTTP/1.1" 200 578
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:48:32 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:48:36 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 200 578
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:18 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 200 587
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:18 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:18 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 200 587
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:18 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:18 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 200 587
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:18 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:18 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 200 587
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:18 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:19 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 200 587
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:19 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:19 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 200 587
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:19 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:19 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 200 587
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:19 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:19 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 200 587
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:19 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:26 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=&gender=men HTTP/1.1" 200 587
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:43 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%ED%99%8D%EA%B8%B8%EB%8F%99&gender=men HTTP/1.1" 200 587
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:49:47 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:51:13 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 200 726
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:51:13 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:54:07 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 200 787
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:54:07 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:56:44 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women HTTP/1.1" 200 845
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:56:44 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:56:52 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women&couple=no HTTP/1.1" 200 845
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:59:59 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women&couple=no HTTP/1.1" 200 1064
0:0:0:0:0:0:0:1 - - [23/Apr/2020:15:59:59 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:01:50 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women&couple=no HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:01:50 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:02:09 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women&couple=no HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:02:09 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:02:10 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women&couple=no HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:02:11 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:03:46 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women&couple=no HTTP/1.1" 200 1377
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:03:47 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:05:02 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women&couple=no HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:05:02 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:06:39 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women&couple=no HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:06:39 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:07:11 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women&couple=no HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:07:11 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:07:12 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women&couple=no HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:07:12 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:07:12 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women&couple=no HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:07:12 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:07:23 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=women&job=%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%A8%B8&couple=no HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:07:26 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=&gender=men&job=&couple=yes HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:07:32 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=&couple=yes HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:09:43 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=&couple=yes HTTP/1.1" 200 1600
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:09:43 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:09:44 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=&couple=yes HTTP/1.1" 200 1600
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:09:44 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:09:44 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=&couple=yes HTTP/1.1" 200 1600
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:09:44 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:09:44 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=&couple=yes HTTP/1.1" 200 1600
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:09:44 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:09:51 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%95%99%EC%83%9D&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=no HTTP/1.1" 200 1600
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:10:17 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%95%99%EC%83%9D&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=no HTTP/1.1" 200 1600
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:10:17 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:10:27 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1600
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:13:10 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1616
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:13:10 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:13:11 +0900] "GET /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1616
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:13:11 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:13:20 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1616
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:13:25 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 412 722
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:13:27 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1616
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:13:27 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:13:36 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1616
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:15:01 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1661
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:15:05 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1661
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:15:08 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1661
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:15:11 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 412 722
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:15:13 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1661
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:15:18 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1661
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:15:23 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 412 722
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:17:54 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1915
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:17:54 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:18:45 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1934
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:18:45 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:18:54 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1934
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:19:10 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1934
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:19:10 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:19:16 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1934
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:19:37 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:19:37 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:19:43 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:19:45 +0900] "POST /WebUI/1_html5_class/06_html5_simpleform.html?NAME=%EA%B9%80%EC%9A%A9%EC%84%A0&gender=men&job=%ED%9A%8C%EC%82%AC%EC%9B%90&hobby=sleep&hobby=eat&hobby=breathing&hobby=be+stupid&couple=yes HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:20:09 +0900] "GET /WebUI/1_html5_class/99_mobile_form.html HTTP/1.1" 200 1000
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:20:25 +0900] "GET /WebUI/1_html5_class/99_mobile_form.html? HTTP/1.1" 200 1000
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:22:44 +0900] "GET /WebUI/1_html5_class/99_mobile_form.html? HTTP/1.1" 200 1000
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:22:44 +0900] "GET /favicon.ico HTTP/1.1" 404 761
127.0.0.1 - - [23/Apr/2020:16:23:22 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:23:22 +0900] "GET /WebUI/WEB-INF/index.html HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:23:37 +0900] "GET /WebUI/WEB-INF/index.html HTTP/1.1" 404 721
127.0.0.1 - - [23/Apr/2020:16:24:39 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [23/Apr/2020:16:24:39 +0900] "GET /WebUI/index.html HTTP/1.1" 200 1000
